TagNumber,Make,Year,Expired,TicketProcessing,TicketAll,Insurance,Horsepower,Torque,Length,Width,Weight,EngineSize,ABS,BreakAssist,GPS,CompanyNumber
KAA-7250,斯堪尼亞,201601,無,0,0,有,無資料,無資料,1220,250,17.0,12742,無,無,無,2626
KAA-7256,斯堪尼亞,201601,無,0,1,有,無資料,無資料,1220,250,17.0,12742,無,無,無,2626
KAA-7270,斯堪尼亞,201401,無,0,1,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2626
KAA-7293,斯堪尼亞,201604,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2626
KAA-7312,斯堪尼亞,201605,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2626
KAA-7313,斯堪尼亞,201605,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2626
KAA-7329,斯堪尼亞,201606,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2626
KAA-7373,斯堪尼亞,201608,無,1,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2626
355-NN,國瑞,201005,無,0,4,有,286.8kw(390.0ps),199.0kg-m,1220,250,17.0,12913,有,引擎減速器,無,2668
356-NN,國瑞,201005,無,1,4,有,286.8kw(390.0ps),199.0kg-m,1220,250,17.0,12913,有,引擎減速器,無,2668
020-AA,國瑞,200401,無,0,7,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,7313
305-KK,順益,200503,無,0,7,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,7313
310-DD,國瑞,201305,無,0,1,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,7313
311-DD,國瑞,201305,無,0,3,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,7313
338-XX,國瑞,201207,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,7313
339-XX,國瑞,201207,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,7313
417-LL,順益,200805,無,0,0,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,7313
506-CC,順益,200907,無,0,5,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,7313
512-JJ,百盛,200610,無,0,11,有,235kw,131kg-m,1220,250,17.0,8300,有,引擎排氣煞車,無,7313
602-V7,百盛,201309,無,0,0,有,280kw,186kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,7313
617-EE,順益,201102,無,0,6,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,7313
618-EE,順益,201102,無,0,1,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,7313
619-EE,順益,201102,無,0,2,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,7313
631-V7,斯堪尼亞,201310,無,0,1,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,7313
723-DD,順益,200911,無,0,2,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,7313
799-AA,順益,200502,無,1,6,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,7313
946-GG,國瑞,200402,無,0,8,有,187.6kw(255.0ps),76.0kg-m,1190,245,14.0,7961,無,引擎排氣煞車,無,7313
947-GG,國瑞,200402,無,0,7,有,187.6kw(255.0ps),76.0kg-m,1190,245,14.0,7961,無,引擎排氣煞車,無,7313
A5-378,國瑞,200301,無,0,11,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,7313
369-RR,國瑞,201101,無,0,3,有,286.8kw(390.0ps),199.0kg-m,1220,250,17.0,12913,有,引擎減速器,無,2674
581-WW,斯堪尼亞,201303,無,0,2,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2674
621-V6,斯堪尼亞,201308,無,0,1,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2674
655-V6,斯堪尼亞,201403,無,0,3,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2674
688-WW,斯堪尼亞,201209,無,0,4,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,2674
768-V6,斯堪尼亞,201504,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2674
839-RR,斯堪尼亞,200908,無,0,5,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,2674
KAA-3536,斯堪尼亞,201605,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2674
KAA-3565,斯堪尼亞,201609,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2674
KAA-3576,斯堪尼亞,201403,無,0,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2674
KAA-3588,斯堪尼亞,201701,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2674
KAC-088,斯堪尼亞,201609,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,2674
310-NN,TOYOTA,200910,無,0,1,有,110.0kw,40.5kg-m,699,204,5.29,4009,有,引擎排氣煞車,無,2682
329-UU,國瑞,201201,無,0,0,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
330-UU,國瑞,201201,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
331-UU,國瑞,201201,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
332-UU,國瑞,201201,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
342-UU,國瑞,201201,無,0,0,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
343-UU,國瑞,201202,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
345-UU,國瑞,201202,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
346-UU,國瑞,201202,無,0,0,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
350-NN,TOYOTA,201007,無,0,2,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,2682
390-NN,斯堪尼亞,201103,無,0,3,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,2682
391-NN,斯堪尼亞,201103,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,2682
396-NN,斯堪尼亞,201103,無,0,1,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,2682
397-NN,斯堪尼亞,201103,無,0,1,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,2682
417-V6,國瑞,201309,無,0,0,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,2682
418-V6,國瑞,201309,無,0,0,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,2682
419-V6,國瑞,201309,無,0,1,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,2682
420-V6,國瑞,201309,無,0,0,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,2682
428-V6,斯堪尼亞,201310,無,0,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
429-V6,斯堪尼亞,201310,無,0,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
430-V6,斯堪尼亞,201310,無,1,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
431-V6,斯堪尼亞,201310,無,0,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
436-V6,斯堪尼亞,201401,無,0,1,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
437-V6,斯堪尼亞,201401,無,0,1,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
440-V6,斯堪尼亞,201401,無,0,1,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
441-V6,斯堪尼亞,201401,無,0,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
442-V6,斯堪尼亞,201401,無,0,1,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
453-V6,國瑞,201407,無,0,1,有,無資料,無資料,1220,250,16.0,7684,無,無,無,2682
455-V6,國瑞,201407,無,0,0,有,無資料,無資料,1220,250,16.0,7684,無,無,無,2682
500-V6,國瑞,201407,無,0,0,有,207.41kW(282PS),86kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,2682
520-V6,斯堪尼亞,201410,無,0,1,有,無資料,無資料,1220,250,17.0,12740,無,無,無,2682
521-V6,斯堪尼亞,201410,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
567-V6,斯堪尼亞,201506,無,0,0,有,無資料,無資料,1220,250,17.0,12740,無,無,無,2682
568-V6,斯堪尼亞,201506,無,0,0,有,無資料,無資料,1220,250,17.0,12740,無,無,無,2682
569-V6,斯堪尼亞,201506,無,0,2,有,無資料,無資料,1220,250,17.0,12740,無,無,無,2682
576-V6,斯堪尼亞,201506,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
577-V6,斯堪尼亞,201507,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
578-V6,斯堪尼亞,201507,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
579-V6,斯堪尼亞,201507,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
580-V6,斯堪尼亞,201507,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,2682
672-WW,國瑞,201209,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
673-WW,國瑞,201209,無,0,0,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
675-WW,國瑞,201209,無,0,5,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
679-WW,國瑞,201209,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
680-WW,國瑞,201209,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
681-WW,國瑞,201209,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
682-WW,國瑞,201209,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2682
KAE-311,國瑞,201601,無,0,0,有,207.41kW(282PS),86kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,2682
KAE-312,國瑞,201601,無,0,0,有,207.41kW(282PS),86kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,2682
KAE-313,國瑞,201601,無,0,0,有,207.41kW(282PS),86kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,2682
KAE-315,國瑞,201601,無,0,0,有,207.41kW(282PS),86kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,2682
KAE-316,國瑞,201601,無,0,0,有,207.41kW(282PS),86kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,2682
KAE-325,TOYOTA,200811,無,0,0,有,無資料,無資料,699,203,5.29,4009,無,無,無,2682
031-KK,百盛,200606,無,0,16,有,235kw,131kg-m,1220,250,17.0,8300,有,引擎排氣煞車,有,2683
119-HH,國瑞,200404,無,0,8,有,187.6kw(255.0ps),76.0kg-m,1165,250,14.0,7961,無,引擎排氣煞車,無,2683
128-SS,國瑞,201008,無,2,2,有,171.4kw(233.0ps),70.0kg-m,1195,250,14.5,7684,無,引擎排氣煞車,無,2683
199-SS,國瑞,201201,無,0,4,有,193.4kw(263.0ps),81.0kg-m,1215,250,16.0,7684,無,無,無,2683
202-MM,國瑞,200610,無,0,15,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,2683
206-MM,國瑞,200611,無,0,18,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,2683
225-MM,TOYOTA,200702,無,0,3,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,2683
275-SS,順益,201103,無,0,5,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,2683
277-SS,成運,201106,無,0,13,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,2683
279-SS,國瑞,201103,無,0,4,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2683
280-SS,國瑞,201102,無,0,11,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2683
356-JJ,百盛,200507,無,0,8,有,235kw,131kg-m,1220,250,17.0,8300,有,引擎排氣煞車,無,2683
405-QQ,國瑞,200711,無,0,7,有,193.4kw(263.0ps),81.0kg-m,1211,250,16.0,7684,無,無,無,2683
421-UU,國瑞,201107,無,1,21,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,2683
422-UU,國瑞,201107,無,0,8,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,2683
425-UU,國瑞,201107,無,0,4,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,2683
428-UU,國瑞,201107,無,1,2,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,2683
621-UU,百盛,200602,無,0,16,有,235kw,131kg-m,1218,250,17.0,8300,有,引擎排氣煞車,有,2683
626-HH,國瑞,200501,有,1,8,有,187.6kw(255.0ps),76.0kg-m,1177,250,14.0,7961,無,引擎排氣煞車,有,2683
701-WW,先峰,201205,無,0,1,有,122kw,60.37kg-m,805,213,7.8,3760,有,引擎排氣煞車,無,2683
702-WW,先峰,201205,無,0,6,有,122kw,60.37kg-m,805,213,7.8,3760,有,引擎排氣煞車,無,2683
831-V6,國瑞,200202,無,0,1,有,187.6kw(255.0ps),76.0kg-m,1208,250,14.0,7961,無,引擎排氣煞車,無,2683
880-QQ,國瑞,200709,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2683
907-EE,國瑞,200908,無,1,16,有,171.4kw(233.0ps),70.0kg-m,1180,250,14.5,7684,無,引擎排氣煞車,無,2683
908-V6,順益,200801,無,0,0,有,204.5kw(278ps),82kg-m,1180,250,15.5,7545,無,引擎排氣煞車,無,2683
956-CC,國瑞,200910,無,0,9,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,2683
960-CC,國瑞,200910,無,0,17,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,2683
961-CC,國瑞,200910,無,0,15,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,2683
962-CC,國瑞,200910,無,0,13,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,2683
650-EE,順益,200506,有,17,59,有,176.5kw(240ps),72kg-m,1174,250,14.8,7545,無,引擎排氣煞車,有,2691
912-TT,順益,201205,無,0,23,有,204.5kw(278ps),82kg-m,1212,250,15.5,7545,無,引擎排氣煞車,有,2691
931-CC,成運,201003,無,1,23,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,有,2691
932-CC,成運,201003,無,0,45,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,有,2691
KAA-0072,ISUZU,201603,無,0,11,有,139.75kW(190PS),52.3kg-m,750,235,8.5,5193,有,引擎排氣煞車,有,2691
KAA-0363,SCANIA,200203,無,0,0,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,2691
017-NN,MITSUBISHI,200703,無,1,6,有,110.3kw(150ps),48kg-m,699,202,5.7,4899,無,無,無,2701
018-NN,MITSUBISHI,200703,無,0,12,有,110.3kw(150ps),48kg-m,699,202,5.7,4899,無,無,無,2701
019-NN,MITSUBISHI,200703,無,0,3,有,110.3kw(150ps),48kg-m,699,202,5.7,4899,無,無,無,2701
079-V6,MITSUBISHI ROSA,201502,無,0,0,有,無資料,無資料,699,206,5.5,2998,無,無,無,2701
101-V6,昇鋒舒馳,201510,無,0,1,有,122kW/2600rpm,60.37kg-m/1300~1700rpm,805,213,7.8,3760,有,引擎排氣煞車,無,2701
107-V6,成運,201601,無,0,0,有,無資料,無資料,1220,250,17.0,7640,無,無,無,2701
108-V6,成運,201601,無,0,1,有,無資料,無資料,1220,250,17.0,7640,無,無,無,2701
110-NN,MITSUBISHI,200703,無,0,4,有,110.3kw(150ps),48kg-m,699,202,5.7,4899,無,無,無,2701
111-NN,MITSUBISHI,200703,無,0,8,有,110.3kw(150ps),48kg-m,699,202,5.7,4899,無,無,無,2701
131-V6,TOYOTA,200703,無,0,0,有,110.0kw,40.9kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,2701
136-V6,MITSUBISHI ROSA,201606,無,0,0,有,110kW,37.7kg-m,699,206,5.5,2998,有,引擎排氣煞車,無,2701
137-V6,MITSUBISHI ROSA,201606,無,1,0,有,110kW,37.7kg-m,699,206,5.5,2998,有,引擎排氣煞車,無,2701
138-V6,MITSUBISHI ROSA,201606,無,0,2,有,110kW,37.7kg-m,699,206,5.5,2998,有,引擎排氣煞車,無,2701
139-V6,MITSUBISHI ROSA,201606,無,0,0,有,110kW,37.7kg-m,699,206,5.5,2998,有,引擎排氣煞車,無,2701
150-V6,MITSUBISHI ROSA,201606,無,0,0,有,110kW,37.7kg-m,699,206,5.5,2998,有,引擎排氣煞車,無,2701
166-SS,TOYOTA,201102,無,0,6,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,2701
201-MM,國瑞,200610,無,0,5,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,2701
227-MM,TOYOTA,200703,無,2,10,有,110.0kw,40.9kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,2701
399-V6,順益,201601,無,0,0,有,無資料,無資料,1220,250,15.5,7545,無,無,無,2701
403-DD,TOYOTA,200803,無,0,7,有,110.0kw,40.6kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,2701
442-DD,國瑞,200711,無,0,10,有,193.4kw(263.0ps),81.0kg-m,1211,250,16.0,7684,無,無,無,2701
443-DD,國瑞,200711,無,0,7,有,193.4kw(263.0ps),81.0kg-m,1211,250,16.0,7684,無,無,無,2701
445-DD,國瑞,200711,無,0,10,有,193.4kw(263.0ps),81.0kg-m,1211,250,16.0,7684,無,無,無,2701
627-CC,三陽,200912,無,0,7,有,136kw,71.4kg-m,843,250,11.15,4461,有,引擎排氣煞車,無,2701
636-WW,國瑞,201210,無,0,0,有,171.4kw(233.0ps),70.0kg-m,1186,250,14.5,7684,無,引擎排氣煞車,無,2701
638-WW,國瑞,201210,無,0,2,有,171.4kw(233.0ps),70.0kg-m,1186,250,14.5,7684,無,引擎排氣煞車,無,2701
642-WW,國瑞,201210,無,0,10,有,171.4kw(233.0ps),70.0kg-m,1186,250,14.5,7684,無,引擎排氣煞車,無,2701
723-YY,昇鋒,201412,無,1,4,有,無資料,無資料,850,250,11.6,4462,無,無,無,2701
731-CC,三陽,201001,有,1,10,有,136kw,71.4kg-m,843,250,11.15,4461,有,引擎排氣煞車,無,2701
732-CC,三陽,201001,無,0,11,有,136kw,71.4kg-m,843,250,11.15,4461,有,引擎排氣煞車,無,2701
743-AA,TOYOTA,200504,無,0,11,有,無資料,無資料,699,202,5.29,4104,無,無,無,2701
745-AA,TOYOTA,200504,無,1,8,有,無資料,無資料,699,202,5.29,4104,無,無,無,2701
756-CC,三陽,201001,無,0,13,有,136kw,71.4kg-m,843,250,11.15,4461,有,引擎排氣煞車,無,2701
875-QQ,國瑞,200705,無,0,6,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2701
878-QQ,國瑞,200709,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2701
881-QQ,國瑞,200709,無,0,9,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2701
A4-626,國瑞,200201,無,0,7,有,187.6kw(255.0ps),76.0kg-m,1208,250,14.0,7961,無,引擎排氣煞車,無,2701
Z5-423,TOYOTA,200404,無,0,12,有,無資料,無資料,699,202,5.29,4104,無,無,無,2701
037-BB,福方,200506,無,0,1,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,2704
166-EE,國瑞,201004,無,0,3,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2704
167-EE,國瑞,201004,無,0,5,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,2704
259-TT,順益,201107,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,2704
322-LL,國瑞,200611,無,0,33,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,有,2704
365-RR,斯堪尼亞,201102,無,0,6,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,2704
383-UU,順益,201109,無,0,5,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,2704
385-UU,順益,201109,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,2704
505-HH,順益,200604,無,0,3,有,176.5kw(240ps),72kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,2704
520-TT,順益,201203,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,2704
576-QQ,斯堪尼亞,201106,無,0,0,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,無,2704
589-QQ,順益,200907,無,0,3,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,2704
618-TT,順益,201204,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,2704
628-V6,成運,201401,無,0,1,有,250.1kw(340ps),145kg-m,1220,250,17.0,7640,無,引擎減速器,無,2704
631-V6,成運,201401,無,0,3,有,250.1kw(340ps),145kg-m,1220,250,17.0,7640,無,引擎減速器,無,2704
772-V6,成運,201509,無,0,2,有,無資料,無資料,1220,250,17.0,7640,無,無,無,2704
781-RR,順益,201102,無,0,1,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,2704
829-KK,順益,200601,無,0,11,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,2704
960-UU,順益,201108,無,0,4,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,2704
Y3-506,VOLVO,200101,無,0,4,有,287kw,200.4kg-m,1219,250,23.5,12130,有,引擎排氣煞車,無,2704
046-BB,順益,200508,無,1,4,有,257.4kw(350ps),145kg-m,1218,249,17.0,11945,無,引擎排氣煞車,無,2713
083-BB,MITSUBISHI,200105,無,0,25,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,2713
245-SS,MITSUBISHI,200108,無,0,2,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,2713
257-DD,順益,201004,無,0,9,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,2713
280-EE,順益,201007,無,0,6,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,2713
297-BB,順益,200602,無,0,27,有,257.4kw(350ps),145kg-m,1218,249,17.0,11945,無,引擎排氣煞車,有,2713
511-DD,順益,200505,無,0,4,有,176.5kw(240ps),72kg-m,1180,250,14.8,7545,無,引擎排氣煞車,無,2713
588-DD,順益,201004,無,0,3,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,2713
691-V6,國瑞,200708,無,0,2,有,無資料,無資料,1178,250,14.5,7684,無,無,無,2713
693-V6,國瑞,200704,無,0,0,有,無資料,無資料,1178,250,14.5,7684,無,無,無,2713
716-V6,TOYOTA,201005,無,0,3,有,無資料,無資料,699,204,5.44,4009,無,無,無,2713
783-AA,順益,200505,無,0,9,有,257.4kw(350ps),145kg-m,1218,249,17.0,11945,無,引擎排氣煞車,無,2713
791-WW,順益,201212,無,0,1,有,204.5kw(278ps),82kg-m,1212,249,15.5,7545,無,引擎排氣煞車,無,2713
A4-876,MITSUBISHI,200205,無,0,16,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,2713
250-MM,HYUNDAI,200705,無,0,8,有,279.5kw(380ps),173kg-m,1220,249,16.5,12920,有,無,有,2730
378-JJ,百盛,200605,無,0,3,有,235kw,131kg-m,1220,250,17.0,8300,有,引擎排氣煞車,無,2730
402-FF,VOLVO,200210,無,0,4,有,287kw,200.4kg-m,1219,250,17.0,12130,有,引擎排氣煞車,無,2730
447-BB,成運,200606,無,0,10,有,264.8kw(360ps),173kg-m,1199,248,17.0,10964,無,引擎減速器,無,2730
817-UU,順益,201104,無,0,2,有,204.5kw(278ps),82kg-m,1205,250,15.5,7545,無,引擎排氣煞車,無,2730
CC-161,MITSUBISHI,199501,無,0,0,有,蒐集中,蒐集中,1200,248,16.5,11149,蒐集中,蒐集中,蒐集中,2730
KAA-7266,MITSUBISHI,200506,無,0,0,有,無資料,無資料,699,201,5.7,3907,無,無,無,2730
005-KK,順益,200504,有,4,19,有,176.5kw(240ps),72kg-m,1190,250,14.8,7545,無,引擎排氣煞車,無,2761
118-QQ,順益,200703,無,0,31,有,204.5kw(278ps),82kg-m,1220,250,14.8,7545,無,引擎排氣煞車,無,2761
160-GG,國瑞,200404,有,1,4,有,187.6kw(255.0ps),76.0kg-m,1196,250,14.0,7961,無,引擎排氣煞車,無,2761
161-GG,國瑞,200404,有,1,2,有,187.6kw(255.0ps),76.0kg-m,1196,250,14.0,7961,無,引擎排氣煞車,無,2761
162-GG,國瑞,200404,有,1,1,有,187.6kw(255.0ps),76.0kg-m,1196,250,14.0,7961,無,引擎排氣煞車,無,2761
163-GG,國瑞,200404,有,1,2,有,187.6kw(255.0ps),76.0kg-m,1196,250,14.0,7961,無,引擎排氣煞車,無,2761
165-GG,國瑞,200404,有,1,2,有,187.6kw(255.0ps),76.0kg-m,1196,250,14.0,7961,無,引擎排氣煞車,無,2761
168-GG,國瑞,200404,有,1,7,有,187.6kw(255.0ps),76.0kg-m,1196,250,14.0,7961,無,引擎排氣煞車,無,2761
169-GG,國瑞,200404,有,1,10,有,187.6kw(255.0ps),76.0kg-m,1196,250,14.0,7961,無,引擎排氣煞車,無,2761
