TagNumber,Make,Year,Expired,TicketProcessing,TicketAll,Insurance,Horsepower,Torque,Length,Width,Weight,EngineSize,ABS,BreakAssist,GPS,CompanyNumber
A2-263,國瑞,199801,無,0,4,有,198.6kw(270.0ps),97.0kg-m,1220,250,16.5,13267,無,無,無,8409
KAA-0109,斯堪尼亞,201605,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,8409
KAA-021,斯堪尼亞,201603,無,0,2,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,8409
KAA-0301,斯堪尼亞,201609,無,0,2,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,8409
129-LL,國瑞,199707,無,0,1,有,198.6kw(270.0ps),97.0kg-m,1210,250,16.5,13267,無,無,無,8415
130-LL,國瑞,199302,無,0,0,有,143.4kw(195.0ps),51.0kg-m,1210,245,15.0,9419,無,無,無,8415
148-WW,MITSUBISHI,199808,無,0,1,有,無資料,無資料,1220,250,16.5,11149,無,無,無,8415
182-LL,國瑞,199702,無,0,1,有,198.6kw(270.0ps),97.0kg-m,1195,250,16.0,13267,無,無,無,8415
650-BB,國瑞,199802,無,0,21,有,198.6kw(270.0ps),97.0kg-m,1220,250,16.5,13267,無,無,無,8415
980-WW,TOYOTA,200301,無,0,2,有,無資料,無資料,699,203,5.295,4104,無,無,無,8415
WW-037,國瑞,199304,無,0,1,有,蒐集中,蒐集中,1160,245,13.5,7412,蒐集中,蒐集中,蒐集中,8415
WW-051,國瑞,199203,無,0,0,有,143.4kw(195.0ps),51.0kg-m,1175,245,13.5,7412,無,無,無,8415
WW-052,國瑞,199203,無,0,0,有,143.4kw(195.0ps),51.0kg-m,1175,245,13.5,7412,無,無,無,8415
WW-316,豐田,199301,無,0,1,有,蒐集中,蒐集中,618,199,4.41,3431,蒐集中,蒐集中,蒐集中,8415
WW-322,國瑞,199210,無,0,1,有,蒐集中,蒐集中,1175,245,13.5,7412,蒐集中,蒐集中,蒐集中,8415
KAH-126,成運,200801,無,0,0,有,262.8kw(360BHP),145kg-m,1220,248,17.0,8900,無,引擎減速器,無,8426
729-RR,國瑞,201101,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,8435
730-RR,國瑞,201101,無,0,7,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,8435
731-DD,國瑞,201001,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,8435
731-RR,國瑞,201101,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,8435
732-RR,國瑞,201101,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,8435
733-RR,國瑞,201101,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,8435
008-QQ,順益,200704,有,2,9,有,204.5kw(278ps),82kg-m,1199,250,14.8,7545,無,引擎排氣煞車,無,8443
238-CC,TOYOTA,200809,無,1,10,有,110.0kw,40.5kg-m,699,202,5.29,4009,無,引擎排氣煞車,有,8443
276-KK,順益,200506,無,1,22,有,176.5kw(240ps),72kg-m,1190,250,14.8,7545,無,引擎排氣煞車,有,8443
373-TT,TOYOTA,200406,無,1,5,有,無資料,無資料,699,202,5.29,4104,無,無,有,8443
443-MM,順益,200704,無,0,2,有,204.5kw(278ps),82kg-m,1199,250,14.8,7545,無,引擎排氣煞車,有,8443
518-BB,順益,200602,無,1,7,有,176.5kw(240ps),72kg-m,1175,250,14.8,7545,無,引擎排氣煞車,有,8443
531-CC,TOYOTA,200909,無,3,4,有,110.0kw,40.5kg-m,699,204,5.29,4009,有,引擎排氣煞車,有,8443
713-ZZ,三陽,201001,無,4,1,有,136kw,71.4kg-m,843,250,11.15,4461,有,引擎排氣煞車,有,8443
948-AA,國瑞,200502,無,0,41,有,187.6kw(255.0ps),76.0kg-m,1180,250,14.0,7961,無,引擎排氣煞車,有,8443
A4-896,SCANIA,200203,無,9,45,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,8443
A4-926,SCANIA,200203,無,0,53,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,8443
A5-681,MITSUBISHI,200309,無,1,17,有,108.1kw(147ps),38kg-m,699,202,5.7,3907,無,無,有,8443
183-XX,國瑞,201210,無,0,6,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,8471
505-UU,國瑞,201103,無,0,6,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,8471
588-V7,國瑞,201505,無,0,0,有,208.88kW(284PS),88kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,8471
589-V7,國瑞,201505,無,0,2,有,208.88kW(284PS),88kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,8471
601-YY,國瑞,201406,無,0,8,有,205.9kw(280ps),84kg-m,1220,250,16.0,7684,有,無,有,8471
750-YY,國瑞,201407,無,2,87,有,無資料,無資料,1220,250,16.0,7684,無,無,有,8471
928-FF,成運,200409,無,0,13,有,279.5kw(380PS),166kg-m,1220,250,17.0,10800,無,引擎減速器,無,8471
018-EE,TOYOTA,201004,無,0,2,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,3593
071-V8,MITSUBISHI,200607,無,0,0,有,無資料,無資料,699,202,5.7,3907,無,無,無,3593
089-V8,斯堪尼亞,201411,無,0,0,有,294kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,3593
128-V8,斯堪尼亞,201505,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,3593
132-V8,MITSUBISHI,200704,無,0,0,有,110.3kw(150ps),48kg-m,699,202,5.7,4899,無,無,無,3593
133-V8,TOYOTA,200301,無,0,0,有,無資料,無資料,699,203,5.29,4104,無,無,無,3593
136-V8,斯堪尼亞,201505,無,0,2,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,3593
152-V8,斯堪尼亞,201404,無,0,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,3593
160-QQ,ISUZU,200704,無,0,22,有,139.7kw(190.0ps),52.3kg-m,772,235,8.7,5193,無,無,無,3593
179-HH,福方,200501,無,0,6,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,3593
179-V8,斯堪尼亞,201003,無,0,1,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,有,3593
189-V8,斯堪尼亞,201702,無,0,0,有,298.3kw(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,3593
195-UU,斯堪尼亞,201305,無,0,1,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,3593
206-EE,成運,201007,無,0,4,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,有,3593
256-AA,ISUZU,200401,無,0,4,有,130.5kw(175.0hp),47.9kg-m,809,230,8.7,4751,無,無,無,3593
321-LL,雄獅曼,200611,無,0,17,有,305.7kw,188.6kg-m,1220,250,16.7,12816,有,引擎減速器,無,3593
376-KK,成運,200605,無,0,12,有,無資料,無資料,1220,250,17.0,10640,無,無,無,3593
417-XX,成運,201209,無,0,2,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,3593
481-XX,順益,201001,無,0,2,有,204.5kw(278ps),82kg-m,1215,249,15.5,7545,無,引擎排氣煞車,無,3593
500-LL,順益,200610,無,0,12,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,3593
521-VV,百盛,201305,無,0,2,有,324kw,212kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,3593
570-MM,成運,200606,無,0,17,有,無資料,無資料,1220,250,17.0,10640,無,無,有,3593
601-FF,ISUZU,200403,無,0,8,有,130.5kw(175.0hp),47.9kg-m,758,234,7.72,4751,無,無,有,3593
621-SS,MITSUBISHI,200001,無,0,2,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,3593
630-UU,斯堪尼亞,201105,無,0,11,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,有,3593
631-SS,SCANIA,200003,無,0,3,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,3593
670-XX,ISUZU,200302,無,0,1,有,130.5kw(175.0hp),47.9kg-m,740,237,8.7,4751,無,無,無,3593
672-XX,ISUZU,200302,無,0,1,有,130.5kw(175.0hp),47.9kg-m,740,237,8.7,4751,無,無,無,3593
687-FF,TOYOTA,200401,無,0,17,有,無資料,無資料,699,203,5.29,4104,無,無,無,3593
713-UU,成運,201201,無,0,2,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,3593
716-UU,成運,201201,無,0,1,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,3593
741-WW,國瑞,200601,無,0,3,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,3593
759-CC,國瑞,200909,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,3593
760-WW,順益,201205,無,0,8,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,3593
807-DD,福方,200401,無,0,10,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,3593
839-FF,福方,200403,無,0,6,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,3593
862-V6,大金龍,201509,無,0,2,有,160kW,69kg-m,817,250,12.0,5880,有,無,有,3593
923-TT,HYUNDAI,200503,無,0,0,有,無資料,無資料,1220,250,16.5,12920,無,無,無,3593
966-DD,成運,200803,無,0,13,有,279.0KW,193.7kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,3593
987-DD,成運,200803,無,0,11,有,279.0KW,193.7kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,3593
9U-571,SCANIA,199503,無,0,7,有,235.0kW,145.3kg-m,1220,250,16.5,11020,無,引擎排氣煞車,無,3593
A5-937,ISUZU,200308,無,0,33,有,130.5kw(175.0hp),47.9kg-m,796,235,8.7,4751,無,無,無,3593
KAA-5008,ISUZU,201502,無,0,1,有,139.75kW(190ps),52.3kg-m,740,237,8.5,5193,有,引擎排氣煞車,無,3593
KAA-5029,斯堪尼亞,201511,無,0,4,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,3593
KAA-7213,斯堪尼亞,201510,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,3593
Y3-407,國瑞,200005,無,0,1,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,3593
Y3-692,VOLVO,200109,無,0,4,有,224kw,131.5kg-m,1219,250,16.5,7284,無,引擎排氣煞車,無,3593
Y3-739,VOLVO,200109,無,0,1,有,224kw,131.5kg-m,1219,250,16.5,7284,無,引擎排氣煞車,無,3593
ZZ-675,ISUZU,199804,無,0,5,有,無資料,無資料,1200,250,16.0,13741,無,無,無,3593
305-JJ,成運,200603,無,3,25,有,264.8kw(360ps),173kg-m,1199,248,17.0,10964,無,引擎減速器,無,8475
905-WW,順益,201212,無,23,21,有,204.5kw(278ps),82kg-m,1215,249,15.5,7545,無,引擎排氣煞車,有,8475
KAH-703,三陽,201106,無,0,2,有,136kw,71.4kg-m,843,250,11.15,4461,有,引擎排氣煞車,無,8475
031-V6,順益,201304,無,0,7,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,3432
055-V8,SCANIA,200203,無,1,2,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,3432
066-V5,百盛,201408,無,0,3,有,280kw,186kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,3432
068-V8,HYUNDAI,201203,無,0,3,有,279.5kw(380ps),173kg-m,1220,250,17.0,12344,有,引擎排氣煞車,無,3432
091-V8,陝汽雄獅曼,201501,無,0,0,有,無資料,無資料,1220,250,17.0,10824,無,無,無,3432
098-V8,國瑞,200909,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,3432
110-QQ,順益,200705,無,0,21,有,204.5kw(278ps),82kg-m,1220,250,14.8,7545,無,引擎排氣煞車,有,3432
122-BB,國瑞,200507,無,2,6,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,有,3432
136-V7,ISUZU,201403,無,0,4,有,無資料,無資料,758,235,8.5,5193,無,無,有,3432
137-V7,ISUZU,201403,無,0,0,有,無資料,無資料,758,235,8.5,5193,無,無,有,3432
139-V8,斯堪尼亞,201511,無,0,3,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,3432
148-V7,順益,200903,無,0,18,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,3432
159-QQ,ISUZU,200704,無,0,11,有,139.7kw(190.0ps),52.3kg-m,772,235,8.7,5193,無,無,無,3432
166-JJ,MAN,200401,無,0,3,有,無資料,無資料,1220,250,17.0,12816,無,無,無,3432
179-KK,順益,200503,無,0,14,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,有,3432
188-V8,斯堪尼亞,201402,無,0,0,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,3432
318-CC,MITSUBISHI,200504,無,0,2,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,3432
455-UU,國瑞,201105,無,0,11,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,3432
495-EE,國瑞,200909,無,0,11,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,3432
509-HH,順益,200603,無,0,12,有,176.5kw(240ps),72kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,3432
520-QQ,ISUZU,200406,無,0,7,有,130.5kw(175.0hp),47.9kg-m,803,235,8.7,4751,無,無,無,3432
530-UU,MITSUBISHI,200102,無,0,2,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,3432
558-RR,國瑞,201001,無,0,13,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,有,3432
619-RR,順益,200901,無,0,8,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,有,3432
661-YY,ISUZU,201402,無,0,2,有,無資料,無資料,758,235,8.5,5193,無,無,有,3432
666-DD,順益,200804,無,0,23,有,181.7kw(247ps),71kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,3432
679-XX,華洲,201304,無,0,0,有,147.7kw,76.1kg-m,888,248,12.0,4461,有,引擎排氣煞車,有,3432
720-WW,成運,201209,無,0,14,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,有,3432
726-UU,三陽,201201,無,0,4,有,103kw,38kg-m,723,236,7.5,3933,有,引擎排氣煞車,有,3432
750-FF,國瑞,200404,無,0,2,有,187.6kw(255.0ps),76.0kg-m,1180,250,14.0,7961,無,引擎排氣煞車,無,3432
761-QQ,順益,200803,無,0,18,有,181.7kw(247ps),71kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,3432
765-YY,ISUZU,200401,無,0,4,有,130.5kw(175.0hp),47.9kg-m,758,234,7.72,4751,無,無,無,3432
806-FF,國瑞,200403,無,0,6,有,187.6kw(255.0ps),76.0kg-m,1215,250,14.0,7961,無,引擎排氣煞車,無,3432
808-DD,成運,200704,無,0,19,有,279.0KW,193.7kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,3432
816-KK,順益,200604,無,0,14,有,176.5kw(240ps),72kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,3432
827-CC,順益,201001,無,0,13,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,3432
877-NN,SCANIA,199405,無,0,8,有,無資料,無資料,1220,250,16.5,11020,無,無,無,3432
930-QQ,HYUNDAI,201203,無,0,3,有,279.5kw(380ps),173kg-m,1220,250,17.0,12344,有,引擎排氣煞車,無,3432
948-GG,國瑞,200402,無,0,1,有,187.6kw(255.0ps),76.0kg-m,1190,245,14.0,7961,無,引擎排氣煞車,無,3432
990-AA,順益,200503,無,0,23,有,176.5kw(240ps),72kg-m,1190,250,14.8,7545,無,引擎排氣煞車,無,3432
9U-163,SCANIA,200103,無,0,4,有,250.0kW,163.2kg-m,1219,250,17.0,10640,無,引擎減速器,無,3432
9U-789,MITSUBISHI,199904,無,0,5,有,無資料,無資料,1220,250,16.5,11149,無,無,無,3432
A5-820,HYUNDAI,200310,無,0,3,有,無資料,無資料,1220,250,16.5,12920,無,無,無,3432
KAA-0219,斯堪尼亞,201608,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,有,3432
Y3-890,MITSUBISHI,200208,無,0,4,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,3432
138-V8,斯堪尼亞,201401,無,0,1,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,5217
142-BB,順益,200504,無,0,72,有,176.5kw(240ps),72kg-m,1190,250,14.8,7545,無,引擎排氣煞車,無,5217
379-W2,富豪,201505,無,0,3,有,338kW,223kg-m,1220,250,17.0,10837,有,引擎減速器引擎排氣煞車,無,5217
553-NN,國瑞,200611,無,0,12,有,220.6kw,110.0kg-m,1220,250,16.5,10520,無,無,無,5217
717-V7,斯堪尼亞,201404,無,0,3,有,無資料,無資料,1220,250,17.0,12740,有,引擎排氣煞車,無,5217
931-SS,斯堪尼亞,201002,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,5217
935-SS,斯堪尼亞,201103,無,0,3,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,5217
Y3-877,MAN,200112,無,0,6,有,無資料,無資料,1220,250,17.0,12816,無,無,無,5217
067-TT,國瑞,201106,無,0,8,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,8512
068-TT,國瑞,201106,無,0,3,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,8512
690-YY,百盛,201411,無,0,5,有,無資料,無資料,1219,250,17.0,10824,無,無,有,8512
Y3-731,VOLVO,200201,無,0,2,有,224kw,131.5kg-m,1220,250,17.0,12130,有,引擎排氣煞車,無,8512
027-WW,三菱,200408,無,0,1,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,8518
192-YY,MITSUBISHI,200911,無,0,2,有,110.3kw(150ps),48kg-m,699,206,5.5,4899,無,無,無,8518
367-ZZ,順益,201508,無,1,6,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,8518
370-ZZ,ISUZU,201309,無,6,3,有,無資料,無資料,743,237,8.5,5193,無,無,無,8518
388-EE,國瑞,201005,無,0,11,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,有,8518
751-YY,國瑞,200507,無,0,8,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,有,8518
752-YY,國瑞,200509,無,0,5,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,有,8518
788-TT,MITSUBISHI,200401,無,0,0,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,8518
279-QQ,TOYOTA,200801,無,0,0,有,110.0kw,40.5kg-m,699,202,5.29,4009,無,引擎排氣煞車,無,8552
973-QQ,順益,201106,無,0,0,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,8552
029-ZZ,順益,201501,無,0,4,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
030-ZZ,順益,201501,無,0,1,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
031-ZZ,順益,201501,無,1,5,有,無資料,無資料,1220,250,15.5,7545,無,無,無,8614
046-RR,順益,201109,無,1,9,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,8614
047-RR,順益,201109,無,0,13,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,8614
051-RR,順益,201109,無,0,6,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,8614
052-RR,順益,201109,無,1,1,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,8614
055-RR,順益,201104,無,0,13,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
056-RR,順益,201104,無,0,13,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
057-RR,順益,201104,無,0,4,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
059-RR,順益,201104,無,0,8,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
060-RR,順益,201104,無,0,2,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
061-RR,順益,201104,無,0,10,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
062-RR,順益,201104,無,4,21,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
063-RR,順益,201104,無,0,3,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
066-RR,順益,201104,無,0,4,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
070-RR,順益,201104,無,1,5,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
071-RR,順益,201102,無,0,4,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,8614
478-YY,順益,201405,無,0,3,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,8614
570-YY,昇鋒,201408,無,0,3,有,154.4kw(207hp),76.07kg-m,850,250,11.6,4462,有,引擎排氣煞車,有,8614
588-ZZ,順益,201411,無,0,2,有,199kW,80kg-m,1220,250,16.1,7545,有,引擎排氣煞車,有,8614
607-YY,昇鋒,201407,無,0,0,有,154.4kw(207hp),76.07kg-m,850,250,11.6,4461,有,引擎排氣煞車,有,8614
608-YY,昇鋒,201408,無,0,1,有,154.4kw(207hp),76.07kg-m,850,250,11.6,4461,有,引擎排氣煞車,有,8614
673-ZZ,順益,201508,無,0,1,有,無資料,無資料,1220,250,15.5,7545,無,無,無,8614
675-ZZ,順益,201508,無,0,4,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
676-YY,順益,201408,無,0,2,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
680-YY,順益,201409,無,0,6,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
692-YY,順益,201409,無,1,8,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
825-YY,昇鋒金旅,201501,無,0,1,有,162kW/2400rpm,86.7kg-m/1300~1800rpm,850,250,11.6,4580,有,引擎排氣煞車,有,8614
836-ZZ,順益,201601,無,1,2,有,無資料,無資料,1220,250,15.5,7545,無,無,無,8614
837-ZZ,順益,201601,無,0,1,有,無資料,無資料,1220,250,15.5,7545,無,無,無,8614
838-ZZ,順益,201601,無,0,1,有,無資料,無資料,1220,250,15.5,7545,無,無,無,8614
879-YY,順益,201409,無,0,3,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
880-YY,順益,201409,無,0,7,有,無資料,無資料,1220,250,15.5,7545,無,無,有,8614
989-ZZ,順益,201408,無,0,0,有,無資料,無資料,1220,250,15.5,7545,無,無,無,8614
990-ZZ,順益,201408,無,0,1,有,177kW,76kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,8614
KAA-0175,昇鋒金旅,201609,無,0,0,有,147.7kW/2300rpm,76.07kg-m/1400rpm,850,250,11.6,4462,有,無,無,8614
KAA-0176,昇鋒金旅,201609,無,0,0,有,147.7kW/2300rpm,76.07kg-m/1400rpm,850,250,11.6,4462,有,無,無,8614
351-CC,SCANIA,200105,有,1,17,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,8635
488-TT,VOLVO,200101,無,1,6,有,287kw,200.4kg-m,1220,250,17.0,12130,有,引擎排氣煞車,無,8635
720-YY,福方,200501,無,0,15,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,8635
086-RR,斯堪尼亞,201105,無,1,5,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,無,8679
108-EE,斯堪尼亞,201003,無,0,12,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,8679
179-UU,MAN,201208,無,0,4,有,265kw,183.6kg-m,1220,250,17.0,10518,有,無,有,8679
201-UU,嘉馬,201310,無,0,1,有,147.7kW,76.07kg-m,820,250,12.0,4461,無,無,無,8679
215-RR,百盛,201205,無,0,6,有,280kw,184kg-m,1219,250,17.0,10824,有,引擎排氣煞車,有,8679
329-TT,MITSUBISHI,200607,無,0,8,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,8679
466-WW,斯堪尼亞,201309,無,0,1,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,8679
531-XX,百盛,201205,無,0,8,有,280kw,184kg-m,1219,250,17.0,10824,有,引擎排氣煞車,有,8679
621-V9,國瑞,201505,無,0,0,有,161.81kW(220ps),,770,236,10.4,6403,有,引擎排氣煞車,有,8679
635-V9,大金龍,201509,無,0,7,有,160kW,69kg-m,817,250,12.0,5880,有,無,無,8679
646-YY,國瑞,201407,無,0,7,有,無資料,無資料,1215,250,16.0,7684,無,無,有,8679
703-V9,斯堪尼亞,201607,無,0,4,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,有,8679
705-V9,斯堪尼亞,201607,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,有,8679
710-KK,MAN,200401,無,0,8,有,無資料,無資料,1220,250,17.0,12816,無,無,有,8679
717-KK,MAN,200401,無,0,9,有,無資料,無資料,1220,250,17.0,12816,無,無,有,8679
718-KK,MAN,200401,無,0,8,有,無資料,無資料,1220,250,17.0,12816,無,無,無,8679
720-W2,百盛,201610,無,0,0,有,280kW,186kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,8679
739-TT,斯堪尼亞,201205,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,8679
845-XX,國瑞,201310,無,0,4,有,205.9kw(280PS),84kg-m,1220,250,16.0,7684,有,無,有,8679
877-UU,百盛,201201,無,0,50,有,287kw,166kg-m,1219,250,17.0,10800,有,無,無,8679
925-UU,斯堪尼亞,201205,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,8679
007-HH,順益,200404,無,0,15,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,8685
008-V9,TOYOTA,200310,無,0,0,有,無資料,無資料,699,203,5.29,4104,無,無,無,8685
075-QQ,國瑞,199801,有,1,8,無,198.6kw(270.0ps),97.0kg-m,1220,250,16.5,13267,無,無,無,8685
188-YY,MITSUBISHI,200303,無,0,1,有,無資料,無資料,699,202,5.7,3907,無,無,無,8685
211-UU,TOYOTA,200703,無,0,1,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,8685
